13 -7008.6969859463
14 -7008.6963131269
15 -7008.6951128136
187 -7008.8570892711
188 -7008.8511738283
189 -7008.9052225924
205 -7008.9038931448
219 -7008.8717507484
220 -7008.8670710788
221 -7008.8615949667
222 -7008.8992026363
223 -7008.9003542656
224 -7008.9011696964
225 -7008.8877731022
226 -7008.8869977761
227 -7008.886460672
228 -7008.8860939014
229 -7008.8858487763
230 -7008.8856895208
231 -7008.8855907965
232 -7008.8855339091
233 -7008.8855055322
234 -7008.88549634
235 -7008.885499411
236 -7008.8855105493
237 -7008.8855265677
238 -7008.8855453955
239 -7008.9052346998
240 -7008.9051979404
241 -7008.905163914
242 -7008.9051326676
243 -7008.9051041838
244 -7008.9050784136
431 -7008.8611007118
432 -7008.855375115
433 -7008.9088369956
434 -7008.9055346153
435 -7008.9048547352
436 -7008.9044005009
437 -7008.9041141545
438 -7008.9039532978
439 -7008.9038833992
440 -7008.9038725601
441 -7008.903891665
442 -7008.9027565422
443 -7008.9028342052
444 -7008.9028984971
445 -7008.9029536025
446 -7008.9030019889
447 -7008.9030451447
448 -7008.9030839742
449 -7008.9031193165
450 -7008.9031514961
451 -7008.9031809956
452 -7008.9032081457
453 -7008.9032332146
454 -7008.9032563528
464 -7008.8696738603
465 -7008.8649384941
466 -7008.8594526721
467 -7008.8992296263
468 -7008.9003685271
469 -7008.906161176
470 -7008.9059891793
471 -7008.9058755921
472 -7008.8961997982
473 -7008.8960491829
474 -7008.8959885192
475 -7008.8959867304
476 -7008.8960139265
477 -7008.8948710876
478 -7008.894952139
479 -7008.8950189086
480 -7008.8950756978
481 -7008.9053352174
482 -7008.9052939963
483 -7008.9052549806
484 -7008.9052183721
485 -7008.90518428
486 -7008.9051528044
487 -7008.9051238666
488 -7008.9050974691
489 -7008.9050734624
647 -7008.9059662123
648 -7008.9058220414
676 -7008.8561709334
677 -7008.8505232948
678 -7008.909348777
679 -7008.9052920722
680 -7008.9046486247
681 -7008.904241122
682 -7008.904012842
683 -7008.9039162231
684 -7008.9039028594
685 -7008.9025896058
686 -7008.9026624999
687 -7008.9027246221
688 -7008.9027810847
689 -7008.9028338131
690 -7008.9028835138
691 -7008.9029303231
692 -7008.9029742343
693 -7008.9030153642
694 -7008.9030537664
695 -7008.9030895873
696 -7008.9031229294
697 -7008.9031539266
698 -7008.9031827379
699 -7008.9032094832
889 -7008.9067444434
890 -7008.9062750637
891 -7008.9059871861
920 -7008.854188171
921 -7008.8489002958
954 -7008.8549204854
955 -7008.8499438715
1165 -7008.8457929647
1198 -7008.8489967866
1199 -7008.8445698216
1377 -7008.906215757
1378 -7008.9060204774
1379 -7008.905845418
1409 -7008.8433232952
1443 -7008.8404406291
1444 -7008.8357067104
1478 -7008.7455688285
1513 -7008.7928498718
1548 -7008.8225711611
1653 -7008.8434140133
1687 -7008.8416327179
1688 -7008.8369218456
1721 -7008.7510278046
1756 -7008.8300057766
1757 -7008.7938957425
1792 -7008.8233317573
1827 -7008.8396122965
1863 -7008.8412717798
1864 -7008.7715307736
1898 -7008.8403257594
1932 -7008.8393608173
1964 -7008.790653687
1965 -7008.7536752539
2000 -7008.800071163
2035 -7008.8295051534
2036 -7008.8254237507
2071 -7008.8640237073
2072 -7008.8372127747
2108 -7008.767849385
2109 -7008.7682332267
2142 -7008.843068009
2177 -7008.8374394059
2178 -7008.7620572556
2179 -7008.7622223767
2180 -7008.7618379099
2181 -7008.7610263368
2182 -7008.759893921
2183 -7008.7585303577
2208 -7008.7606270769
2209 -7008.7577211423
2243 -7008.8063181341
2244 -7008.8034636464
2279 -7008.8572567877
2280 -7008.8286313233
2316 -7008.8576485009
2325 -7008.5544757936
2352 -7008.8566482622
2353 -7008.7673634453
2387 -7008.7664054359
2388 -7008.7675244455
2389 -7008.7678187422
2422 -7008.7611328538
2423 -7008.762159127
2424 -7008.7624148632
2425 -7008.7620739144
2426 -7008.761281387
2427 -7008.7601566675
2428 -7008.7587964165
2429 -7008.7572772763
2452 -7008.7639825769
2488 -7008.8064987725
2524 -7008.8315240918
2597 -7008.8568813674
2632 -7008.831798583
2633 -7008.7701845305
2634 -7008.7700012432
2667 -7008.8249697531
2668 -7008.764533583
2669 -7008.7643926281
2670 -7008.7637359804
2671 -7008.7626939216
2672 -7008.7613726879
2673 -7008.7598577368
2697 -7008.7639179847
2733 -7008.8056293829
2769 -7008.8300513595
2842 -7008.838607966
2877 -7008.8606341202
2878 -7008.8522277043
2912 -7008.8293667617
2913 -7008.8472678894
2914 -7008.7676392716
2915 -7008.7664405767
2916 -7008.7649623852
3050 -7008.8398982164
3065 -7008.5320082032
3122 -7008.8654964662
3157 -7008.8363678801
3367 -7008.8487059152
3402 -7008.8431073637
3576 -7008.8584025351
3578 -7008.9082873715
3579 -7008.9076189743
3612 -7008.8537932708
3647 -7008.8484309132
3857 -7008.857581958
3890 -7008.8610971784
3891 -7008.857125947
3892 -7008.8521594054
4101 -7008.8647493572
4135 -7008.8621947529
4136 -7008.8591495026
4137 -7008.8546205299
4346 -7008.8658597363
4349 -7008.9044974274
4350 -7008.9046985275
4351 -7008.9049027475
4352 -7008.9050614738
4353 -7008.9051648163
4354 -7008.9052172466
4355 -7008.9052274876
4356 -7008.9052047959
4357 -7008.9051575442
4358 -7008.9050928206
4359 -7008.9050165592
4360 -7008.9082600182
4361 -7008.9081915691
4362 -7008.9081182504
4363 -7008.9080432538
4364 -7008.9079688759
4365 -7008.9078966917
4366 -7008.9078277628
4367 -7008.9077627573
4368 -7008.9077020558
4369 -7008.9076458441
4370 -7008.9075941548
4371 -7008.9075469099
4372 -7008.9075039464
4373 -7008.9024630892
4374 -7008.9024241742
4380 -7008.8628124019
4381 -7008.8603885709
4382 -7008.8560676228
